Frequency(Hz) Real_refrac Imag_refrac Real_diel Imag_diel Real_cond AmplitudeSample AmplitudeRef PhaseSample PhaseRef
302734375000.00   3.70129870   2.32500000    8.29398708   17.21103896 289.86609721   0.00000014   0.00002241  47.23565963   42.26204036
307617187500.00   3.72727273   2.29000000    8.64846198   17.07090909 292.14324234   0.00000014   0.00002281  48.04597304   42.92340660
312500000000.00   3.75324675   2.26000000    8.97926119   16.96467532 294.93354595   0.00000014   0.00002322  48.85897439   43.58480632
317382812500.00   3.77922078   2.22500000    9.33188470   16.81753247 296.94381057   0.00000014   0.00002362  49.67404641   44.24624279
322265625000.00   3.80519481   2.19000000    9.68340751   16.66675325 298.80894018   0.00000015   0.00002403  50.49047120   44.90771913
327148437500.00   3.83549784   2.16000000   10.04544365   16.56935065 301.56361268   0.00000015   0.00002444  51.30746975   45.56923827
332031250000.00   3.86147186   2.12000000   10.41656494   16.37264069 302.43098903   0.00000016   0.00002485  52.12425041   46.23080302
336914062500.00   3.88744589   2.08000000   10.78583553   16.17177489 303.11360104   0.00000016   0.00002526  52.94005906   46.89241603
341796875000.00   3.90909091   2.04000000   11.11939174   15.94909091 303.27221238   0.00000017   0.00002568  53.75422327   47.55407979
346679687500.00   3.93073593   2.00000000   11.45068496   15.72294372 303.24304897   0.00000018   0.00002609  54.56618442   48.21579669
351562500000.00   3.95670996   1.95000000   11.85305368   15.43116883 301.80745645   0.00000019   0.00002651  55.37551488   48.87756895
356445312500.00   3.98268398   1.89000000   12.28967171   15.05454545 298.53080589   0.00000020   0.00002692  56.18192061   49.53939869
361328125000.00   3.99567100   1.85000000   12.54288671   14.78398268 297.18152767   0.00000021   0.00002734  56.98523182   50.20128787
366210937500.00   4.00865801   1.81000000   12.79323903   14.51134199 295.64292245   0.00000023   0.00002776  57.78538605   50.86323837
371093750000.00   4.02164502   1.76500000   13.05840368   14.19640693 293.08303332   0.00000024   0.00002818  58.58240748   51.52525192
375976562500.00   4.03463203   1.72000000   13.31985565   13.87913420 290.30314858   0.00000026   0.00002861  59.37638577   52.18733014
380859375000.00   4.04329004   1.68000000   13.52579437   13.58545455 287.85078778   0.00000027   0.00002903  60.16745665   52.84947454
385742187500.00   4.05194805   1.64500000   13.71225802   13.33090909 286.07868711   0.00000029   0.00002945  60.95578547   53.51168651
390625000000.00   4.05627706   1.60500000   13.87735856   13.02064935 282.95754340   0.00000031   0.00002988  61.74155396   54.17396735
395507812500.00   4.06493506   1.57000000   14.05879708   12.76389610 280.84514803   0.00000033   0.00003030  62.52495016   54.83631823
400390625000.00   4.06926407   1.53500000   14.20268507   12.49264069 278.27023034   0.00000035   0.00003073  63.30616120   55.49874023
405273437500.00   4.07359307   1.50000000   14.34416053   12.22077922 275.53427887   0.00000037   0.00003116  64.08536826   56.16123432
410156250000.00   4.07792208   1.46500000   14.48322347   11.94831169 272.63679972   0.00000040   0.00003159  64.86274341   56.82380137
415039062500.00   4.08225108   1.43000000   14.61987390   11.67523810 269.57729900   0.00000042   0.00003201  65.63844769   57.48644217
419921875000.00   4.08658009   1.39500000   14.75411180   11.40155844 266.35528280   0.00000045   0.00003244  66.41263026   58.14915739
424804687500.00   4.09523810   1.34500000   14.96195006   11.01619048 260.34505619   0.00000048   0.00003287  67.18542814   58.81194761
429687500000.00   4.09523810   1.31500000   15.04175006   10.77047619 257.46382859   0.00000051   0.00003330  67.95696648   59.47481335
434570312500.00   4.09523810   1.28500000   15.11975006   10.52476190 254.44910781   0.00000054   0.00003373  68.72735905   60.13775500
439453125000.00   4.09523810   1.25500000   15.19595006   10.27904762 251.30089387   0.00000057   0.00003416  69.49670896   60.80077288
444335937500.00   4.09523810   1.23000000   15.25807506   10.07428571 249.03150997   0.00000060   0.00003459  70.26510943   61.46386725
449218750000.00   4.09523810   1.20500000   15.31895006    9.86952381 246.65088176   0.00000063   0.00003502  71.03264463   62.12703826
454101562500.00   4.09523810   1.17500000   15.39035006    9.62380952 243.12443716   0.00000067   0.00003545  71.79939045   62.79028599
458984375000.00   4.09523810   1.15500000   15.43695006    9.46000000 241.55589241   0.00000070   0.00003588  72.56541529   63.45361046
463867187500.00   4.09523810   1.13000000   15.49407506    9.25523810 238.84153127   0.00000074   0.00003631  73.33078080   64.11701161
468750000000.00   4.09523810   1.10500000   15.54995006    9.05047619 236.01592582   0.00000078   0.00003674  74.09554253   64.78048929
473632812500.00   4.09090909   1.08500000   15.55831219    8.87727273 233.91062140   0.00000082   0.00003717  74.85975059   65.44404332
478515625000.00   4.09090909   1.06500000   15.60131219    8.71363636 231.96590389   0.00000086   0.00003759  75.62345016   66.10767344
483398437500.00   4.09090909   1.04000000   15.65393719    8.50909091 228.83213054   0.00000091   0.00003802  76.38668205   66.77137933
488281250000.00   4.09090909   1.02000000   15.69513719    8.34545455 226.69849763   0.00000095   0.00003845  77.14948312   67.43516061
493164062500.00   4.09090909   1.00000000   15.73553719    8.18181818 224.47596333   0.00000100   0.00003887  77.91188672   68.09901687
498046875000.00   4.09090909   0.98000000   15.77513719    8.01818182 222.16452767   0.00000104   0.00003930  78.67392304   68.76294762
502929687500.00   4.09090909   0.95500000   15.82351219    7.81363636 218.61958548   0.00000109   0.00003972  79.43561946   69.42695235
507812500000.00   4.09523810   0.92500000   15.91535006    7.57619048 214.03405038   0.00000114   0.00004014  80.19700082   70.09103050
512695312500.00   4.09523810   0.90500000   15.95195006    7.41238095 211.41980912   0.00000119   0.00004056  80.95808969   70.75518145
517578125000.00   4.09090909   0.89000000   15.94343719    7.28181818 209.67388496   0.00000125   0.00004098  81.71890662   71.41940457
522460937500.00   4.09090909   0.87500000   15.96991219    7.15909091 208.08477294   0.00000130   0.00004140  82.47947033   72.08369919
527343750000.00   4.08658009   0.85500000   15.96911180    6.98805195 205.01164303   0.00000136   0.00004181  83.23979788   72.74806461
532226562500.00   4.08225108   0.84000000   15.95917390    6.85818182 203.06456188   0.00000141   0.00004223  83.99990491   73.41250011
537109375000.00   4.08225108   0.82500000   15.98414890    6.73571429 201.26811916   0.00000147   0.00004264  84.75980568   74.07700493
541992187500.00   4.08225108   0.81000000   16.00867390    6.61324675 199.40514153   0.00000153   0.00004305  85.51951329   74.74157831
546875000000.00   4.07792208   0.79500000   15.99742347    6.48389610 197.26621686   0.00000159   0.00004346  86.27903976   75.40621947
551757812500.00   4.07792208   0.78000000   16.02104847    6.36155844 195.27228610   0.00000166   0.00004386  87.03839612   76.07092762
556640625000.00   4.07359307   0.77000000   16.00126053    6.27333333 194.26826505   0.00000172   0.00004427  87.79759256   76.73570194
